User,Tweet
i_am_jan_marie,"@HouseGOP @RepAndyHarrisMD Republican plan was to have far more people die. That’s it. That’s the plan. Kids would have spread COVID to their parents, many would have lost a parent. More teachers would have died. You whine about distance learning bur offer no alternative. That’s not freedom nor leadership"
brucerobertson7,RT @KSBScotland: Are you based in the Highlands? Would you like to be part of our innovative Highland Community Waste Partnership? Check ou…
sonicfan4life,I need to switch to distance learning BAD
HI_Advocacy,"During COVID-19, Nur had no distance learning options. But she was then able to communicate with her teacher on Whatsapp to continue her education.

After the #DayOfTheGirlChild, we call on leaders to address the digital divide for girls with disabilities. https://t.co/87Ju4nyUI7 https://t.co/BHphfC14v0"
AllieheDaxa,Teacher Life | 2020-2021 Teacher Planner: Cute Llamas Wearing Masks Weekly Lesson Planner (Virtual Distance Learning Academic Planners) -- https://t.co/TRhHH1E7Nn https://t.co/3wvTsk8HRj
geebeeWA,"RT @feegle12: @_marching_Ents_ @criprights In the school system, our kids were up to 5 years behind academically. Home schooled via Distanc…"
arcoacademy,They used their learning of forces and cross-curricular knowledge from Maths to help them. They gathered their results and worked out the average distance to find out if their predictions were correct ✏️🌟 #Science #arcoacademy #Education #studentsuccess
SciPolTech,"@drjanaway Yes. A lot of non-medicine science courses, an industrial placement is paid, sometimes quite well, and upgrades the student from BSc to MSc after they give a presentation / write a report / do a few distance learning bits."
mekgatla,"RT @thisisrichfield: Richfield was built to give you a competitive edge at work! Study a Postgraduate Diploma in Management, Bachelor of Sc…"
ASCastellanos18,"@DeputyGrocott Hola👋🏼 #FFBWednesday
🇲🇽 Education student in Mexico
🐶Dog lover 
📚Love reading, and coffee ☕️
✅ Kahoot! Verified Educator 
👩🏽‍💻 Nearpod Certified Educator and Distance Learning Expert
🤝Willing to make connections
Have a nice Wednesday 👻🎶 https://t.co/JCH7ixRe8O"
MobileGuardian_,"@ChristelHouseSA was in search of an easy-to-use solution to support their school's transition to a remote learning environment.

https://t.co/BN3UN9vHjR

#edtech #education"
thisisrichfield,"Richfield was built to give you a competitive edge at work! Study a Postgraduate Diploma in Management, Bachelor of Science Honours in Information Technology or Master of Business Administration. Own tomorrow. Apply today:  https://t.co/D12ayEP4cN https://t.co/T26J2F12hy"
UswaAamir,"RT @taestsberry: A part of maturity is learning to love some people from a distance. To keep their well-being in your prayers, but take a p…"
taestsberry,"A part of maturity is learning to love some people from a distance. To keep their well-being in your prayers, but take a path, away from them"
zeditip,"O-Cademy By ONPASSIVE❗️
👩🏫👨🎓Let distance and age not be a limitation to your learning or teaching. 
👩🎓👨🏫 Reinvent yourself with the best e-Learning Platform to learn and earn.
https://t.co/l6cXvzkLQk

#ONPASSIVE #OFounders #earn #GoFounders #... https://t.co/ReielzkrUD"
CrizBalor,"RT @FolasadeOlukoju: If Hazard takes jamb form next year, he can still gain admission to UI or distance learning while doing his plumbing w…"
papalamour,@markjhooper Whose local schools will be forced into distance learning/only open for a couple of hours a day due to energy price rises.
ValFrances2,"For all of those wonderful parents/carers home schooling or supporting distance education for kids with learning difficulties, you may find this Australian teachers practical guide helpful:)                                          https://t.co/0O23jkymRY"
HendricknGr,"RT @AAzoulay: .@UNESCO and @Google have begun distributing 50,000 computers to teachers in #Ukraine to help them deliver distance learning:…"
RxGreg,@demonsemenya @dougmastriano @USATRUMPMAN1 @GovRonDeSantis @KariLake CA NY IL were not bussing issues. They were Gov mandated closures/distance learning that extended through the end of the 20/21 school year for most. FL was in person Fall ‘20. He was the first Gov to do so and was excoriated in the media for it despite it being the right decision
VickyShegzy,"RT @FolasadeOlukoju: If Hazard takes jamb form next year, he can still gain admission to UI or distance learning while doing his plumbing w…"
GrantAvery6,"RT @feegle12: @_marching_Ents_ @criprights In the school system, our kids were up to 5 years behind academically. Home schooled via Distanc…"
Scatcat44,"RT @Blackamazon: Treguna Mekoides Tracorum Satis Dee
( Eglantine was my witchy distance learning hero) https://t.co/QZSCfB9Nrt"
Orr_Michael2022,"RT @feegle12: @_marching_Ents_ @criprights In the school system, our kids were up to 5 years behind academically. Home schooled via Distanc…"
emeicen,"RT @feegle12: @_marching_Ents_ @criprights In the school system, our kids were up to 5 years behind academically. Home schooled via Distanc…"
wokabaut_meri,"RT @feegle12: @_marching_Ents_ @criprights In the school system, our kids were up to 5 years behind academically. Home schooled via Distanc…"
criprights,"RT @feegle12: @_marching_Ents_ @criprights In the school system, our kids were up to 5 years behind academically. Home schooled via Distanc…"
EduKyuPvtLtd,"Are you confused about your career path?

Don't let your dreams be dreams. With Edukyu, get the free counselling and advice from experienced professionals.

Connect with us today!
#edukyu #ExecutiveMBA #BeTheBetterVersionOfYou #masterofbusinessadministration #learning #distance https://t.co/cNedqMKZsq"
STreneary,Help my students navigate distance learning this year with a contribution to my #TpTClassFund campaign. Every dollar you give will help me purchase high-quality learning materials from @TpT_Official that can be used for remote learning. https://t.co/1wG9WbT3S7
JoannaFearless,"I started learning the truth in college. I went to an arty school that had a strong out-and-proud LGBTQ+ community. But by that time, other emotional issues were in play, in the form of a long-distance relationship that was more about my co-dependency issues than love."
zeditip,"O-Cademy By ONPASSIVE❗️
👩🏫👨🎓Let distance and age not be a limitation to your learning or teaching. 
👩🎓👨🏫 Reinvent yourself with the best e-Learning Platform to learn and earn.
https://t.co/l6cXvzBOSk

#ONPASSIVE #OFounders #earn #GoFounders #... https://t.co/QFCI14oaXs"
MyOpini53400184,"@_marching_Ents_ I did distance learning for 6 months when i was 16 (travelling). 
Came back to high school, came top of class in Biology. 
My teacher was begging me to pursue science at Uni. Homeschooling works and works very well."
feegle12,"@_marching_Ents_ @criprights In the school system, our kids were up to 5 years behind academically. Home schooled via Distance Ed, they caught up in less than 2 years. We pulled them out when the school told us our Yr 9 son was no longer capable of learning, &amp; wouldn’t graduate. He did, &amp; has a TAFE Cert 3."
ScienceMan,"@WrightInTheory I helped organize the #Ableg “Get on the Bus” protest to save the Alberta Distance Learning Centre from the initial attempt from conservatives to cut its funding. Alas, they were successful killing ADLC on their 2nd attempt.

I know from experience the fight is difficult. 2/3"
3dheals,RT @OrsDragonfly3D: Deep learning can be used to segment critical overhang distances in tomography images of batteries. Thanks to @CometYxl…
daisyynarkie,RT @nicolenkansah_: learning to love from a distance.
FullyConfounded,"@sebpowell @Rob_Roos It was never “passports”. It was about expediting AI integration. They were pilot programs. They needed to destroy “legacy systems” to force adoption of Telemedicine, online shopping, distance learning, cashless, social credit, etc.  Your “New Normal”"
Viceroy_hale,RT @nicolenkansah_: learning to love from a distance.
UpskillTalent,"New Blog Post!
""5 Ways To Rebuild Skills Without Distance Learning.""

Read our blog and learn the ways that you can do to rebuild those skills!

Blog Link- https://t.co/MlLO1aLvLE

Website Link - https://t.co/tIlJTaQc2J

 #upskill #skilldevelopment https://t.co/ekhTP7fMeR"
CheezBurgrLuvr,Can marryweather media PLEASSEEE draw an anime weeb bait version of the Dharman video where the kid cheats on the test because he was too busy playing Friday night funkin on his iPad to listen to the distance learning but his teacher made a fake website with the test answers
MadiSP4321,"@gothartseducatr @Kirstysara @theDRAMAgoat1 They had the PERFECT opportunity coming back from distance learning but nah, business as usual, with an extra special emphasis on standardized tests this time 🙄"
Bridget39658,"RT @NHPittsburgh: You’ve rented classrooms in Pittsburgh before, now rent our virtual rooms and distance learning platform! Let us host you…"
lths_svst,"RT @andreeavr: Hint to the many that believe VR is taking the focus away from the real world:

Turns out, learning a 2nd language is the be…"
nicolenkansah_,learning to love from a distance.
StormeWebber,RT @Blackamazon: Oh wow!!!! Do you y’all do distance learning
Blackamazon,Oh wow!!!! Do you y’all do distance learning https://t.co/ZpuBgUlv0h
Montitute,"#Montessori Training Certificate (Distance / Online)
- 50% Discount 
- 9 fully colored manuals.
- 1 year access to online premium training videos and learning resources.
Visit https://t.co/XuFr0qcHMJ to enroll. https://t.co/NsU1EmZ0gq"
AlexanderLHK,"RT @KirkDBorne: How To Use Augmented Reality in Distance Learning: https://t.co/VWyrtlMKEq via @Datasciencectrl @TechTarget 
————
#abdsc #A…"
STreneary,Help my students navigate distance learning this year with a contribution to my #TpTClassFund campaign. Every dollar you give will help me purchase high-quality learning materials from @TpT_Official that can be used for remote learning. https://t.co/w0L8iyUTnS
SolutionzInc,"Solutionz invites you to attend a Poly webinar to learn about applying for the USDA’s Rural Distance Learning and Telemedicine grant to pay for technology upgrades. Send us a message to start your application or discuss your eligibility!  

https://t.co/p4NnCVmVPu 
#TeamSolutionz https://t.co/si5YT7ZrN4"
